,Title,Awards,Awards_won,Awards_nominated,Primetime_Awards_nominated,BAFTA_Awards_nominated,Oscar_nominated,Golden_Awards_nominated,Primetime_Awards_won,Oscar_Awards_won,Golden_Awards_won
12770,Risk,1 nomination.,0,1,0,0,0,0,0,0,0
12782,The 67th Primetime Emmy Awards,1 nomination.,0,1,0,0,0,0,0,0,0
12818,Middle School: The Worst Years of My Life,1 nomination.,0,1,0,0,0,0,0,0,0
12828,A Regra do Jogo,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0
12886,Patricia Heaton Parties,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
12926,Arslan Senki,1 nomination.,0,1,0,0,0,0,0,0,0
12956,Celia,1 nomination.,0,1,0,0,0,0,0,0,0
12991,Felix Manalo,5 wins & 10 nominations.,5,10,0,0,0,0,0,0,0
13093,Dogs,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0
13120,Chewing Gum,4 wins.,4,0,0,0,0,0,0,0,0
13140,The Pact,1 nomination.,0,1,0,0,0,0,0,0,0
13199,Britain's Forgotten Slave Owners,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
13219,Harvest Lake,3 wins.,3,0,0,0,0,0,0,0,0
13326,Mark & Russell's Wild Ride,1 win.,1,0,0,0,0,0,0,0,0
13342,Funeral,1 win.,1,0,0,0,0,0,0,0,0
13345,I; Daniel Blake,6 wins.,6,0,0,0,0,0,0,0,0
13362,Hello Kitty World of Friends,1 nomination.,0,1,0,0,0,0,0,0,0
13381,Arthur,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0
13423,Wanted,1 nomination.,0,1,0,0,0,0,0,0,0
13433,Composers on Composing,1 win.,1,0,0,0,0,0,0,0,0
13452,StarCraft II: Legacy of the Void,4 nominations.,0,4,0,0,0,0,0,0,0
13544,The End,1 nomination.,0,1,0,0,0,0,0,0,0
13550,Marco Polo: One Hundred Eyes,1 nomination.,0,1,0,0,0,0,0,0,0
13569,Home Sweet Home,1 win.,1,0,0,0,0,0,0,0,0
13618,Tyrese Gibson: Shame,1 win.,1,0,0,0,0,0,0,0,0
13619,Belief,1 nomination.,0,1,0,0,0,0,0,0,0
13620,I Am Yup'ik,1 nomination.,0,1,0,0,0,0,0,0,0
13668,Eat That Question: Frank Zappa in His Own Words,1 win.,1,0,0,0,0,0,0,0,0
13669,Norman Lear: Just Another Version of You,5 wins.,5,0,0,0,0,0,0,0,0
13699,The Sound of Music Live,1 win.,1,0,0,0,0,0,0,0,0
13727,After the Storm,2 nominations.,0,2,0,0,0,0,0,0,0
13879,The Passion,1 nomination.,0,1,0,0,0,0,0,0,0
13898,The Division: Agent Origins,1 nomination.,0,1,0,0,0,0,0,0,0
13997,Hold On,1 win.,1,0,0,0,0,0,0,0,0
14003,The Shining Star of Losers Everywhere,1 nomination.,0,1,0,0,0,0,0,0,0
14007,Solitaires. Le bal des sauvages,1 win.,1,0,0,0,0,0,0,0,0
14046,Mama,1 nomination.,0,1,0,0,0,0,0,0,0
14089,Flume Featuring Andrew Wyatt: Some Minds,2 nominations.,0,2,0,0,0,0,0,0,0
14136,Zusammen Allein,1 nomination.,0,1,0,0,0,0,0,0,0
14137,Strike a Pose,2 nominations.,0,2,0,0,0,0,0,0,0
14249,Houston; We Have a Problem,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
14346,Close Encounters with Vilmos Zsigmond,2 nominations.,0,2,0,0,0,0,0,0,0
14432,The Return,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
14599,Hearts of Spring,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
14652,A Single Girl's Guide To...,1 nomination.,0,1,0,0,0,0,0,0,0
14761,Day 5,1 nomination.,0,1,0,0,0,0,0,0,0
14792,Business,1 nomination.,0,1,0,0,0,0,0,0,0
14800,Limbo,2 nominations.,0,2,0,0,0,0,0,0,0
14805,Ukraine on Fire,1 win.,1,0,0,0,0,0,0,0,0
14873,Cinema Dom Dinis,1 win.,1,0,0,0,0,0,0,0,0
14908,I Wanna Be with You,1 nomination.,0,1,0,0,0,0,0,0,0
15177,Fish Out of Water,1 nomination.,0,1,0,0,0,0,0,0,0
15180,Camp Unplug,2 nominations.,0,2,0,0,0,0,0,0,0
15219,The Baulkham Hills African Ladies Troupe,2 nominations.,0,2,0,0,0,0,0,0,0
15230,Me,1 nomination.,0,1,0,0,0,0,0,0,0
15234,Caged,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
15269,SoulMate,7 nominations.,0,7,0,0,0,0,0,0,0
